Temperature,Humidity,"PM2,5",PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
22.50,68.90,3.90,8.40,12.80,4.80,1.08,10.50,447.00,0
43.30,59.30,62.20,74.70,33.00,19.20,2.44,3.60,801.00,2
26.70,54.10,4.70,16.10,21.00,6.30,1.24,5.70,613.00,1
27.30,67.70,2.40,9.20,24.60,7.60,1.13,11.10,249.00,0
26.30,47.20,3.00,5.50,24.70,0.70,1.08,10.70,368.00,0
38.10,61.30,8.50,27.10,21.90,13.00,1.61,5.50,343.00,1
44.80,113.00,30.20,52.00,41.50,23.30,2.53,3.30,677.00,3
26.60,55.20,9.70,11.10,23.50,15.70,1.87,7.10,576.00,1
35.70,49.10,18.10,26.50,29.10,13.40,2.24,3.90,649.00,2
30.60,72.50,7.30,12.30,28.10,10.00,1.68,5.40,555.00,1
33.40,86.50,169.20,194.70,48.70,4.60,2.36,6.50,737.00,2
27.80,74.40,13.20,22.20,22.80,6.50,1.69,5.40,422.00,1
30.70,76.40,18.30,31.90,27.60,11.60,1.54,5.90,516.00,1
23.50,67.60,0.20,4.30,24.50,6.40,1.19,14.60,412.00,0
39.00,87.20,32.80,43.80,29.90,9.00,1.03,7.60,482.00,1
33.50,43.80,46.50,61.90,22.90,5.20,1.71,10.80,523.00,1
40.60,85.20,31.60,44.80,30.50,19.00,2.66,4.50,554.00,2
21.80,53.60,1.90,13.10,20.80,9.00,1.43,5.00,309.00,1
27.40,64.60,21.80,37.70,22.30,5.60,1.45,6.40,465.00,1
31.30,65.10,26.00,33.80,27.30,22.00,2.01,4.40,631.00,2
29.90,86.80,33.40,41.30,20.60,8.30,1.46,10.60,295.00,1
30.60,93.20,5.50,9.50,28.70,15.30,1.41,5.90,393.00,1
36.60,68.40,28.30,42.40,44.20,6.60,2.11,3.80,726.00,2
28.20,50.10,8.90,16.90,17.60,0.80,1.05,10.40,291.00,0
42.10,87.00,83.50,97.70,42.50,5.30,2.18,11.60,712.00,2
25.60,49.20,1.50,5.80,10.90,3.80,1.04,15.70,293.00,0
35.90,98.20,11.40,18.90,54.10,32.50,2.71,3.90,560.00,3
31.50,71.10,20.40,35.10,39.20,10.90,2.11,10.50,562.00,2
41.10,71.60,6.90,30.10,37.90,8.30,1.80,3.80,713.00,2
25.60,66.50,8.50,14.50,12.90,3.70,0.94,13.20,354.00,0
24.90,47.80,3.30,7.80,17.10,6.70,1.05,13.40,581.00,0
24.80,58.30,13.80,19.10,14.50,9.50,1.00,12.20,437.00,0
27.60,73.00,9.80,18.70,29.80,19.90,1.62,4.60,705.00,2
32.40,80.40,36.40,52.20,36.80,21.10,1.76,9.00,643.00,2
34.40,72.70,26.30,39.60,29.30,14.90,1.51,9.00,439.00,1
27.80,49.20,9.90,14.90,23.80,7.40,1.04,10.50,441.00,0
41.70,93.90,8.30,22.40,36.10,22.30,2.06,3.80,497.00,2
30.20,61.00,21.40,31.30,18.70,7.40,1.48,6.90,638.00,1
27.10,51.40,33.10,36.60,12.10,8.40,1.03,11.10,241.00,0
40.30,89.30,193.10,212.60,39.00,18.20,2.32,10.20,758.00,3
24.40,77.30,19.60,24.80,41.20,17.60,1.85,3.80,656.00,2
28.90,56.20,30.90,40.80,23.70,9.10,1.63,6.40,572.00,1
26.60,38.30,9.70,14.70,20.30,5.20,1.07,11.40,375.00,0
24.40,48.10,14.80,19.80,24.50,4.30,0.87,12.00,381.00,0
27.40,44.70,12.70,22.10,22.00,8.70,1.18,5.80,363.00,1
32.80,90.80,3.60,15.00,33.40,25.20,1.60,4.00,643.00,2
36.60,49.90,2.00,14.50,30.50,9.10,1.29,5.40,565.00,1
35.70,73.10,2.80,7.90,26.90,14.50,1.77,6.20,421.00,1
31.00,76.00,64.60,88.80,43.90,4.10,2.35,4.90,804.00,2
36.70,81.20,17.30,37.30,32.90,17.50,1.90,4.00,445.00,2
24.20,55.20,11.60,28.80,24.80,9.90,1.50,7.80,350.00,1
29.60,53.40,2.60,9.90,22.20,4.60,1.09,13.70,297.00,0
33.00,56.90,17.90,20.60,33.10,7.00,1.84,5.60,606.00,1
20.90,69.90,0.40,6.70,23.20,4.40,0.87,15.20,520.00,0
25.70,42.00,10.00,17.40,22.70,7.20,1.16,10.40,384.00,0
30.00,87.50,33.80,43.10,28.70,12.20,1.63,6.30,561.00,1
23.70,73.80,3.10,4.20,11.10,4.10,0.97,14.50,447.00,0
21.20,64.00,0.80,7.10,15.70,4.70,0.87,13.10,456.00,0
23.10,43.90,5.90,8.10,20.40,5.40,1.06,11.10,564.00,0
21.70,53.20,10.90,15.20,25.40,6.70,1.02,16.20,301.00,0
23.50,46.10,2.80,8.10,24.40,6.40,1.09,11.90,357.00,0
39.20,73.70,23.50,44.10,43.70,15.40,2.49,3.00,787.00,3
37.30,59.70,12.20,26.60,37.70,24.10,2.25,4.10,640.00,2
32.90,110.40,20.80,40.40,32.00,25.80,2.50,5.00,775.00,3
32.90,63.20,13.10,24.00,23.10,4.10,1.32,11.10,522.00,1
32.50,55.70,5.60,10.70,26.00,12.70,1.54,5.70,298.00,1
37.60,90.90,76.10,78.80,38.60,11.10,1.74,4.70,506.00,2
24.00,45.40,0.80,6.60,13.50,5.00,1.11,12.10,603.00,0
33.10,69.00,6.80,15.00,36.90,15.00,1.55,3.70,712.00,2
33.60,46.60,4.10,9.10,21.00,5.80,0.92,13.80,204.00,0
23.90,56.60,43.90,53.10,16.50,7.10,1.13,10.80,520.00,0
32.00,71.70,7.60,19.20,22.90,10.40,1.28,5.40,560.00,1
20.50,56.20,3.80,10.40,12.30,3.10,0.98,14.50,459.00,0
26.80,60.50,1.30,9.10,16.40,4.60,0.94,11.50,359.00,0
29.70,75.50,27.50,33.00,23.80,8.20,1.32,7.30,554.00,1
28.50,66.50,42.60,52.40,23.20,9.60,1.63,7.90,463.00,1
36.20,95.00,9.80,31.80,34.30,24.10,2.12,6.90,681.00,2
20.90,50.70,0.70,7.20,11.50,3.20,0.82,12.20,298.00,0
26.40,58.40,10.60,15.20,26.40,6.80,1.00,10.00,350.00,0
28.40,38.80,1.80,8.40,10.50,5.60,0.99,12.50,560.00,0
24.10,67.60,2.90,8.90,10.80,4.40,0.96,12.40,480.00,0
41.30,82.50,51.70,59.30,29.50,8.00,1.61,5.30,479.00,1
25.90,44.80,1.70,7.40,24.40,6.40,0.97,10.40,574.00,0
26.70,56.90,5.80,10.70,17.30,5.70,0.83,10.90,257.00,0
30.70,76.40,13.80,18.90,23.50,2.80,0.90,12.90,302.00,0
38.30,86.80,38.00,50.80,22.50,7.10,1.41,5.40,311.00,1
24.20,58.20,35.60,39.30,16.70,5.00,0.92,10.60,360.00,0
40.90,81.80,0.70,15.70,27.70,17.90,1.82,5.90,577.00,2
16.40,46.20,16.80,20.20,16.00,1.60,0.80,14.40,189.00,0
31.10,75.30,1.50,4.90,21.10,2.00,1.14,10.50,337.00,0
27.80,94.00,44.70,59.30,29.80,12.50,1.46,5.70,687.00,1
26.50,59.90,92.70,98.00,25.40,-0.50,0.92,11.60,485.00,0
22.00,69.70,32.00,34.70,28.90,3.80,1.21,10.60,239.00,0
40.10,61.70,2.30,17.00,31.40,21.50,2.13,4.80,788.00,2
24.10,70.90,5.00,9.70,17.40,2.20,0.97,13.70,366.00,0
31.60,55.90,22.20,30.60,22.90,8.20,1.46,6.40,581.00,1
31.80,106.50,18.70,34.30,32.80,19.20,2.79,4.10,670.00,3
33.20,76.00,78.80,87.10,27.70,13.10,1.36,9.00,679.00,1
31.20,75.20,56.60,62.70,23.70,15.60,1.40,5.80,480.00,1
24.10,43.50,0.00,5.10,13.80,5.20,0.91,11.80,399.00,0
27.10,101.50,8.80,6.70,44.80,28.10,2.34,2.80,645.00,3
27.70,54.00,17.60,23.20,24.60,11.10,1.27,7.80,638.00,1
29.20,60.80,28.60,47.10,32.40,25.00,1.41,4.90,611.00,2
27.10,50.40,45.60,51.10,14.30,6.40,1.10,10.30,371.00,0
36.30,71.70,3.70,10.50,27.10,6.60,1.29,5.60,488.00,1
27.70,76.30,12.70,17.50,24.90,7.80,1.02,11.50,536.00,0
39.30,67.40,12.10,19.70,22.30,7.50,1.75,5.10,514.00,1
25.00,77.90,2.10,8.60,12.30,-0.30,1.09,14.10,269.00,0
24.30,67.20,7.30,11.50,24.40,4.00,1.14,11.30,277.00,0
38.60,80.80,52.50,73.90,38.40,27.20,2.16,4.20,707.00,2
22.70,69.70,9.60,24.80,32.80,14.10,1.45,5.20,607.00,1
24.00,57.30,0.00,4.70,28.20,5.70,0.89,10.90,442.00,0
31.30,89.80,19.20,37.70,31.60,36.80,2.72,3.40,532.00,3
33.70,98.20,51.80,64.90,35.30,8.90,2.29,6.40,685.00,2
22.30,74.30,6.50,10.90,20.70,7.60,0.92,13.00,210.00,0
27.00,45.80,1.70,6.00,13.00,6.90,0.92,10.90,233.00,0
23.50,66.60,13.70,20.00,20.20,5.90,0.77,11.30,347.00,0
37.00,59.30,20.70,31.30,25.30,8.60,1.22,7.50,430.00,1
21.00,90.00,57.90,74.00,19.40,17.10,1.93,3.70,498.00,2
26.90,45.50,15.20,19.50,13.80,6.20,0.91,11.50,239.00,0
27.40,67.50,32.70,40.70,21.20,4.60,1.57,6.80,458.00,1
32.30,63.10,3.00,12.20,18.10,12.30,1.36,10.40,314.00,1
33.10,80.30,2.60,8.10,29.50,16.80,1.37,5.30,584.00,1
27.50,88.90,40.10,68.00,32.10,13.80,2.25,4.80,413.00,2
36.70,103.10,7.30,25.20,52.70,14.70,2.52,2.60,594.00,3
23.60,51.90,11.00,13.60,27.90,4.30,1.20,12.10,474.00,0
23.10,67.40,11.50,26.70,18.00,10.90,1.83,6.50,332.00,1
29.40,72.40,4.10,7.50,27.60,3.80,1.58,3.60,629.00,2
23.40,60.70,9.90,14.50,22.30,4.90,0.90,13.20,329.00,0
30.30,84.50,14.10,28.80,31.10,21.10,1.42,12.10,506.00,1
21.50,54.40,24.50,28.60,17.80,5.50,0.91,10.90,289.00,0
24.40,48.10,21.90,29.70,11.10,12.70,0.97,10.60,572.00,0
32.60,58.90,30.80,38.80,30.90,17.50,1.85,4.90,448.00,2
34.30,81.20,32.20,47.10,31.70,16.50,1.71,3.90,507.00,2
35.20,82.60,24.90,43.40,36.30,8.10,1.99,5.70,419.00,2
25.80,52.30,35.60,56.70,28.90,6.90,1.20,5.40,535.00,1
39.30,84.60,69.10,91.70,32.70,16.50,1.85,4.30,513.00,2
29.10,65.70,1.20,5.70,25.50,5.50,0.95,11.30,576.00,0
25.40,72.70,11.90,15.30,20.60,8.30,1.46,6.80,503.00,1
18.90,84.50,7.70,23.80,37.20,16.10,1.76,5.10,691.00,2
34.10,53.40,31.90,44.30,28.70,16.60,1.54,7.50,622.00,1
28.50,58.20,1.50,9.50,17.10,4.80,0.83,10.70,376.00,0
31.70,58.90,36.20,39.90,20.50,5.70,0.94,14.00,565.00,0
40.10,62.10,47.70,67.70,31.60,-4.10,2.54,4.90,570.00,2
35.40,120.50,47.70,61.20,49.30,24.20,2.36,5.20,662.00,3
31.50,51.80,30.40,41.30,28.90,10.90,1.34,5.60,565.00,1
26.20,51.70,3.50,9.00,27.60,5.70,0.98,10.10,542.00,0
44.30,59.30,6.00,17.30,28.90,10.50,1.79,5.10,643.00,2
44.50,79.60,41.40,53.10,38.40,21.80,2.44,4.70,837.00,3
25.90,79.10,16.30,22.00,18.40,2.70,0.90,10.30,387.00,0
24.90,83.10,24.50,34.60,18.70,9.80,1.58,7.50,529.00,1
22.80,73.00,0.60,5.40,24.10,4.20,0.87,10.60,381.00,0
32.10,80.30,13.70,28.60,37.00,14.90,1.76,4.70,807.00,2
26.20,63.20,12.70,26.20,27.10,14.30,1.92,5.80,509.00,1
35.70,94.80,13.50,38.40,33.20,11.00,1.65,3.90,749.00,2
28.20,39.40,6.30,11.60,26.20,7.10,0.92,15.20,289.00,0
24.60,46.50,2.70,9.20,18.40,3.80,1.09,10.20,296.00,0
31.80,90.80,11.00,19.10,35.10,8.30,2.10,4.20,513.00,2
27.40,82.90,13.20,31.20,25.90,9.70,1.23,6.00,539.00,1
27.70,51.10,16.10,20.20,26.00,6.00,0.99,10.60,562.00,0
33.60,84.20,186.70,209.80,36.80,13.40,2.57,5.80,879.00,3
32.70,63.20,34.40,39.60,28.80,11.00,1.54,7.20,296.00,1
39.30,92.30,16.00,36.10,51.60,23.90,2.30,7.30,476.00,3
33.70,82.40,2.10,9.90,26.70,15.00,1.51,8.80,407.00,1
46.10,105.20,56.50,70.00,22.80,25.60,2.41,6.80,524.00,3
21.50,65.30,13.80,19.20,12.50,5.70,1.05,11.20,230.00,0
24.30,62.70,6.60,15.40,22.50,10.90,0.92,10.40,437.00,0
24.50,63.20,2.00,8.70,22.90,5.00,1.07,12.30,561.00,0
31.00,66.80,8.70,16.80,25.00,22.10,1.40,5.90,798.00,2
17.00,78.50,19.20,23.30,14.80,0.60,1.07,13.00,501.00,0
35.70,80.20,35.00,45.90,32.00,9.30,1.59,5.50,531.00,1
20.10,66.00,1.00,3.50,17.00,2.60,1.02,10.60,573.00,0
26.60,75.10,18.70,32.70,31.10,19.60,1.73,6.80,415.00,1
32.70,88.60,21.40,45.00,28.70,11.70,1.96,6.00,482.00,2
39.00,89.40,55.30,80.70,45.10,6.70,1.83,9.20,792.00,2
20.30,64.80,37.30,42.70,21.40,3.20,1.03,10.00,335.00,0
33.70,57.20,20.30,33.50,27.50,15.60,1.74,5.30,531.00,1
24.70,79.40,36.30,47.90,21.00,9.90,1.67,10.30,549.00,1
32.60,87.00,13.20,31.40,27.20,14.70,1.61,6.10,331.00,1
24.90,76.00,32.10,41.60,16.20,17.70,1.49,6.00,612.00,1
34.50,105.10,7.50,31.70,54.90,18.40,2.99,5.20,561.00,3
27.20,53.80,37.70,44.20,18.20,4.60,0.89,13.70,197.00,0
27.60,44.80,9.80,10.10,19.20,4.90,1.01,10.80,407.00,0
36.30,60.80,19.80,29.70,22.10,14.60,1.27,16.30,495.00,1
38.50,96.60,1.00,29.00,56.80,25.80,3.02,5.70,571.00,3
33.90,78.30,16.50,31.20,30.40,19.80,1.73,4.00,411.00,2
26.30,70.50,5.70,18.90,31.50,11.70,1.24,5.40,645.00,1
33.20,92.50,20.00,35.60,37.40,6.90,1.62,4.10,655.00,2
26.00,85.90,0.60,12.50,25.00,6.10,2.00,6.50,544.00,1
35.10,81.60,1.70,11.20,35.30,15.50,1.72,16.60,438.00,2
25.10,61.90,10.80,17.00,13.30,1.10,0.87,10.70,401.00,0
34.30,77.60,6.90,14.10,29.10,17.00,1.87,5.40,694.00,2
33.30,92.20,5.00,25.30,29.80,19.70,1.41,3.90,494.00,2
26.80,65.20,9.70,15.80,13.40,7.70,0.81,12.80,282.00,0
28.40,86.10,10.80,26.90,26.70,10.80,1.26,5.50,674.00,1
38.00,70.00,108.80,132.10,23.30,21.90,2.28,8.10,616.00,2
38.20,69.10,37.40,49.40,21.70,10.00,1.82,5.10,540.00,1
31.30,80.60,19.60,32.60,31.80,3.60,2.53,3.30,662.00,2
25.20,62.90,4.10,12.30,27.60,8.40,1.03,10.90,276.00,0
40.40,101.80,40.10,55.10,29.80,2.70,2.18,4.10,446.00,2
23.90,54.60,0.80,5.80,18.00,-0.60,0.92,13.20,363.00,0
28.40,73.50,11.60,33.00,37.60,20.20,1.56,7.70,642.00,2
27.40,52.20,14.50,18.20,12.90,2.50,1.13,11.10,560.00,0
31.80,49.60,35.10,41.70,13.80,0.60,1.17,10.10,428.00,0
27.60,69.80,16.80,30.00,27.70,8.90,1.74,12.20,564.00,1
23.10,77.70,5.60,11.80,21.20,4.50,0.90,10.50,385.00,0
40.90,76.90,153.90,176.50,37.40,18.50,3.40,5.30,821.00,3
35.00,72.80,74.50,92.20,38.80,19.90,2.27,3.00,623.00,3
29.50,60.60,1.00,18.50,26.10,7.50,1.55,8.90,438.00,1
25.10,51.50,5.20,14.80,27.30,8.40,1.70,8.80,551.00,1
34.90,78.50,2.80,19.10,29.10,17.80,1.47,6.00,534.00,1
25.70,68.70,12.40,16.90,10.00,6.00,1.24,10.30,470.00,0
29.90,45.50,6.80,14.30,19.40,9.40,0.98,11.50,536.00,0
28.50,63.10,7.00,11.90,31.00,11.70,1.28,7.60,663.00,1
30.30,52.80,2.90,12.30,20.80,6.10,1.12,5.20,642.00,1
24.80,78.70,17.40,21.70,24.20,3.40,0.74,12.60,580.00,0
25.90,63.50,15.90,23.50,29.60,11.20,1.44,6.00,394.00,1
28.10,67.70,26.40,34.10,22.80,4.90,0.86,13.60,238.00,0
24.50,70.40,2.20,9.00,10.90,5.10,0.94,14.60,228.00,0
24.30,77.60,16.90,29.00,34.70,8.90,1.22,9.00,316.00,1
38.90,61.80,28.10,52.20,48.80,22.70,2.19,5.60,538.00,2
29.70,81.90,2.80,12.10,34.90,14.30,1.69,5.40,464.00,1
34.10,76.70,3.50,10.50,21.90,3.90,1.23,10.40,299.00,0
36.60,97.40,13.30,31.40,28.70,28.50,2.04,3.40,678.00,2
21.90,67.30,12.20,16.10,24.10,4.80,0.92,10.30,244.00,0
28.60,84.40,17.70,33.80,34.30,21.70,2.42,4.00,712.00,2
32.80,74.00,10.10,15.50,26.70,5.70,0.85,11.20,199.00,0
38.20,59.20,3.90,19.50,23.60,10.10,1.39,13.50,648.00,1
31.70,70.00,8.40,19.90,24.70,9.80,1.35,6.70,438.00,1
37.30,77.60,20.00,22.40,30.00,14.80,1.92,4.50,516.00,2
24.00,64.70,6.50,10.90,18.40,1.90,1.00,10.60,455.00,0
28.70,59.30,6.30,16.30,22.30,5.70,1.03,10.80,213.00,0
27.80,76.10,1.90,10.10,39.10,4.50,1.97,5.60,479.00,1
39.80,82.00,14.10,22.20,32.70,12.80,1.26,5.30,457.00,1
30.80,88.90,27.80,32.70,31.20,13.50,1.68,5.60,494.00,1
36.50,90.30,5.10,31.60,27.90,10.50,2.12,5.10,630.00,2
32.60,64.20,48.10,51.60,30.20,15.10,1.54,5.70,355.00,1
29.60,88.90,16.30,23.70,18.70,9.60,1.37,6.90,498.00,1
35.20,80.20,13.20,19.10,36.40,21.50,1.69,4.70,546.00,2
23.20,72.90,29.30,39.30,20.60,7.20,1.36,5.40,299.00,1
37.20,98.90,37.70,57.50,54.30,30.60,2.45,5.10,572.00,3
18.50,54.20,11.80,19.90,12.90,5.50,1.14,10.10,314.00,0
32.60,69.90,5.70,14.70,11.30,6.90,0.99,10.60,536.00,0
32.80,71.60,23.30,30.30,23.40,16.80,1.75,7.40,632.00,1
24.40,53.90,8.00,13.30,17.00,5.30,0.84,10.80,335.00,0
21.90,74.00,14.40,19.40,17.50,4.30,1.07,10.10,483.00,0
30.40,60.30,11.30,11.90,24.90,3.70,1.44,6.70,635.00,1
45.90,84.10,40.00,58.30,42.00,25.90,1.94,2.60,951.00,3
31.00,42.00,8.40,12.30,15.10,7.30,0.88,11.80,594.00,0
27.40,79.50,27.50,31.70,31.00,11.20,1.35,5.30,367.00,1
34.10,80.00,14.60,22.30,26.10,16.20,1.70,5.70,321.00,1
31.80,81.30,3.40,12.60,20.90,13.50,1.19,5.60,494.00,1
28.70,66.80,7.30,15.00,17.20,15.10,1.28,5.60,593.00,1
29.90,46.20,5.90,12.20,13.30,4.70,0.99,10.00,377.00,0
30.80,66.20,25.80,28.90,18.10,6.80,1.00,5.20,603.00,1
26.40,66.00,3.50,14.40,23.70,7.00,1.74,5.00,511.00,1
25.20,85.80,47.20,55.60,25.40,11.50,1.35,7.80,337.00,1
19.70,68.00,4.70,8.40,24.80,5.50,0.77,10.60,297.00,0
25.40,77.40,4.40,16.30,23.90,11.20,1.50,5.60,652.00,1
28.80,82.80,25.10,43.80,25.70,25.70,1.85,4.20,623.00,2
19.70,42.80,13.10,20.80,21.30,3.50,0.96,11.30,452.00,0
30.20,86.50,6.20,20.80,35.90,18.10,2.03,4.80,420.00,2
23.60,42.90,24.60,27.40,21.30,6.70,0.88,10.90,562.00,0
31.00,73.10,23.40,32.40,31.70,12.90,1.57,6.10,464.00,1
24.10,61.00,10.30,15.50,20.00,4.10,0.94,14.30,203.00,0
32.50,75.00,55.60,61.00,29.60,9.70,1.70,5.80,455.00,2
36.20,71.80,65.20,79.40,16.60,25.80,3.29,4.60,493.00,3
27.90,65.40,88.90,96.50,35.90,11.40,1.99,8.20,718.00,2
21.90,69.60,7.10,9.60,24.70,2.60,1.11,12.70,423.00,0
29.30,79.80,3.90,13.90,21.90,6.40,1.72,7.00,337.00,1
28.30,64.40,5.80,11.80,20.50,4.00,0.98,11.60,485.00,0
23.40,67.70,55.90,57.80,20.90,6.90,0.93,11.20,364.00,0
26.10,73.10,65.90,69.00,30.20,11.20,1.60,5.70,529.00,1
39.10,85.20,7.10,27.90,35.50,8.90,2.21,3.80,622.00,2
36.90,106.50,23.10,34.70,37.40,24.30,2.30,2.70,726.00,3
33.40,69.80,5.80,14.50,38.20,8.40,1.66,12.00,444.00,2
24.30,74.50,2.40,8.10,26.00,7.90,1.09,12.80,329.00,0
30.70,80.50,19.90,34.20,19.90,8.40,1.43,6.80,527.00,1
24.00,56.30,89.60,98.30,24.60,10.80,1.14,5.40,538.00,1
26.80,50.50,3.50,7.30,12.30,4.80,1.15,12.30,262.00,0
30.90,78.30,10.50,24.00,35.20,15.40,1.35,11.60,326.00,1
25.80,70.10,7.10,10.70,26.50,4.10,0.94,11.20,344.00,0
29.30,67.60,11.40,16.80,26.70,9.10,0.83,10.90,488.00,0
33.20,67.60,28.00,36.50,30.30,19.00,1.99,3.80,571.00,2
37.70,78.20,22.00,25.80,17.90,9.30,1.97,6.00,697.00,1
27.20,75.00,2.60,15.40,23.50,10.70,1.31,6.20,500.00,1
33.40,88.20,74.20,91.60,40.30,15.00,1.83,5.50,656.00,2
23.00,79.90,0.30,9.80,23.00,10.20,1.73,8.90,264.00,1
23.60,49.70,10.30,14.00,17.90,5.50,0.87,10.90,595.00,0
43.10,102.00,1.50,12.40,31.90,18.90,2.20,3.90,492.00,2
29.60,74.80,15.30,28.40,20.20,10.40,1.45,5.60,373.00,1
23.40,86.50,6.00,21.30,21.10,20.90,2.44,6.30,505.00,2
31.40,76.20,4.60,20.90,26.20,11.30,1.49,6.80,296.00,1
31.70,78.90,18.40,33.40,37.20,12.40,1.30,6.30,500.00,1
44.30,88.40,2.60,13.30,35.00,16.20,2.31,4.80,757.00,2
24.30,76.50,27.10,34.10,23.40,3.10,0.98,11.00,387.00,0
21.90,71.40,15.00,19.30,18.20,1.60,1.00,18.80,505.00,0
36.30,54.90,66.30,75.50,25.30,13.40,1.29,6.10,413.00,1
37.30,86.80,41.60,62.90,33.00,20.00,2.09,5.10,734.00,3
21.20,55.90,7.80,10.70,19.70,7.60,1.14,12.10,436.00,0
24.40,67.70,0.30,4.30,17.00,6.90,0.93,13.30,370.00,0
27.10,88.30,20.90,25.40,35.10,4.50,1.75,6.10,506.00,1
35.00,101.30,108.60,124.50,38.50,11.80,2.22,4.40,511.00,2
23.20,51.70,49.00,56.70,17.70,21.30,1.59,7.40,621.00,1
39.60,72.40,17.70,29.30,38.10,21.80,2.31,3.30,790.00,3
26.20,36.90,4.40,10.80,26.00,3.20,1.00,21.80,221.00,0
27.40,73.30,4.10,8.80,17.50,2.80,1.14,12.30,337.00,0
26.40,53.40,23.20,33.90,17.20,9.90,1.29,7.50,392.00,1
29.10,52.30,15.20,32.40,25.40,8.80,1.47,6.40,663.00,1
31.50,48.20,6.70,11.70,15.60,3.70,1.29,11.60,269.00,0
30.60,71.30,12.10,16.00,14.80,5.50,1.01,10.60,500.00,0
29.00,70.10,28.80,40.10,23.10,0.80,1.54,7.00,531.00,1
39.20,47.20,7.80,13.00,31.60,12.50,1.85,8.80,371.00,1
32.50,80.70,27.80,41.20,41.60,12.90,1.74,4.20,623.00,2
36.20,62.40,34.70,53.10,22.80,7.80,1.27,6.70,407.00,1
24.50,47.00,7.00,10.90,25.60,7.90,0.86,11.10,458.00,0
48.40,89.10,14.70,32.70,52.00,0.00,2.59,2.60,664.00,3
31.20,50.60,73.40,84.90,29.40,7.40,1.34,6.40,578.00,1
28.90,69.20,9.70,20.50,29.30,6.50,1.29,5.00,552.00,1
27.00,86.70,4.70,20.10,28.60,8.90,1.74,9.60,653.00,1
23.10,72.00,0.40,7.50,13.90,8.10,0.95,10.20,310.00,0
38.80,78.70,3.10,21.20,43.40,16.00,2.02,3.60,772.00,3
25.30,64.50,30.90,47.80,27.80,11.30,1.63,5.30,389.00,1
41.20,80.20,10.80,34.50,25.70,11.40,2.08,3.70,714.00,2
26.60,67.80,11.20,12.10,28.30,4.10,1.01,11.90,551.00,0
33.60,67.30,25.80,34.10,29.30,16.50,1.55,3.80,425.00,2
43.70,89.50,5.30,18.60,36.30,7.70,1.83,4.00,656.00,2
29.00,73.70,13.50,19.50,17.10,10.80,1.55,10.20,499.00,1
29.90,74.60,5.40,10.00,18.30,3.40,0.98,12.70,263.00,0
41.70,91.40,45.20,63.70,34.20,26.80,2.53,3.20,887.00,3
24.50,51.90,14.50,21.40,13.40,3.70,1.08,11.30,379.00,0
27.90,89.60,11.50,8.60,21.70,15.80,1.27,5.20,618.00,1
18.50,51.60,3.80,6.40,26.30,8.30,1.17,10.60,215.00,0
26.50,60.20,10.00,17.40,25.40,5.20,1.51,6.60,432.00,1
29.30,63.20,12.70,25.80,23.30,16.60,2.15,4.20,839.00,2
25.20,44.30,5.50,12.40,22.00,3.40,1.06,10.10,470.00,0
38.20,48.50,77.80,86.90,37.90,15.70,1.93,4.70,438.00,2
25.00,87.20,4.00,6.40,32.90,9.40,1.57,5.90,662.00,1
31.00,75.00,8.90,17.10,30.10,5.30,1.72,3.70,531.00,2
26.20,65.80,12.50,16.90,14.70,3.50,0.92,12.00,432.00,0
26.50,54.10,12.30,15.30,20.30,5.30,0.99,12.70,374.00,0
28.20,52.00,15.90,19.60,21.00,5.30,1.16,19.40,496.00,0
31.10,64.90,3.70,11.20,21.30,7.90,1.02,11.50,233.00,0
29.90,60.80,88.50,93.50,16.50,4.90,1.70,7.10,454.00,1
22.00,52.20,12.30,19.10,27.30,4.90,0.86,12.00,316.00,0
20.30,56.20,21.80,28.80,18.90,2.70,0.96,10.20,335.00,0
27.50,69.60,23.30,31.10,37.90,9.40,1.57,7.50,505.00,1
26.20,60.00,41.20,58.00,26.40,22.20,1.54,11.00,609.00,1
32.10,89.00,1.00,18.50,32.40,9.80,1.95,6.80,545.00,2
29.40,72.50,12.00,15.10,26.60,9.90,1.47,8.50,487.00,1
31.80,85.70,12.30,13.90,20.60,15.50,1.21,5.10,372.00,1
24.10,60.20,2.50,10.10,23.20,5.00,0.79,11.20,488.00,0
33.90,83.10,18.10,42.90,36.40,24.70,1.95,3.50,749.00,2
25.00,68.60,9.80,13.20,23.10,4.20,0.98,11.10,578.00,0
26.50,54.90,0.90,3.50,12.60,6.10,1.01,14.50,368.00,0
29.30,75.20,14.70,27.10,27.90,11.50,1.56,5.30,428.00,1
18.90,57.20,6.00,9.60,19.30,1.10,0.93,12.40,409.00,0
32.40,62.20,39.60,52.60,28.70,15.80,1.33,6.10,463.00,1
34.60,69.00,49.00,62.90,26.90,12.10,2.20,6.00,721.00,2
32.10,80.50,0.60,13.30,25.90,20.00,1.59,9.00,403.00,1
23.20,73.90,1.60,5.50,13.80,4.20,0.98,14.00,494.00,0
32.40,93.50,31.60,45.90,32.90,13.60,2.15,6.60,482.00,2
27.20,70.50,37.60,41.90,18.90,13.90,1.68,8.20,579.00,1
32.80,51.10,8.00,13.40,13.30,4.60,0.93,11.90,410.00,0
25.80,76.00,9.30,13.30,18.80,4.00,0.89,13.30,321.00,0
37.70,78.20,9.20,18.90,35.20,9.70,1.49,5.30,318.00,1
